col0,col1,col2,col3,col4,col5
Second inauguration of Bill Clinton,United States Capitol,Bill Clinton,First inauguration of Bill Clinton,First inauguration of George W. Bush,1997-01-01
Inauguration of James Buchanan,United States Capitol,James Buchanan,Inauguration of Franklin Pierce,First inauguration of Abraham Lincoln,1857-03-04
Inauguration of Zachary Taylor,United States Capitol,Zachary Taylor,Inauguration of James K. Polk,Inauguration of Millard Fillmore,1849-03-05
Inauguration of William Henry Harrison,United States Capitol,William Henry Harrison,Inauguration of Martin Van Buren,Inauguration of John Tyler,1841-03-04
Inauguration of Franklin Pierce,United States Capitol,Franklin Pierce,Inauguration of Millard Fillmore,Inauguration of James Buchanan,1853-03-04
second inauguration of Barack Obama,United States Capitol,Barack Obama,first inauguration of Barack Obama,inauguration of Donald Trump,2013-01-21
First inauguration of Lyndon B. Johnson,Dallas Love Field,Lyndon B. Johnson,Inauguration of John F. Kennedy,Second inauguration of Lyndon B. Johnson,1963-01-01
First inauguration of James Monroe,Old Capitol Prison,James Monroe,Second inauguration of James Madison,Second inauguration of James Monroe,1817-03-04
First inauguration of Franklin D. Roosevelt,United States Capitol,Franklin Delano Roosevelt,Inauguration of Herbert Hoover,Second inauguration of Franklin D. Roosevelt,1933-01-01
First inauguration of Bill Clinton,United States Capitol,Bill Clinton,Inauguration of George H. W. Bush,Second inauguration of Bill Clinton,1993-01-01
First inauguration of Calvin Coolidge,Coolidge Homestead,Calvin Coolidge,Inauguration of Warren G. Harding,Second inauguration of Calvin Coolidge,1923-01-01
First inauguration of Andrew Jackson,United States Capitol,Andrew Jackson,Inauguration of John Quincy Adams,Second inauguration of Andrew Jackson,1829-03-04
First inauguration of Abraham Lincoln,United States Capitol,Abraham Lincoln,Inauguration of James Buchanan,Second inauguration of Abraham Lincoln,1861-03-04
First inauguration of Grover Cleveland,United States Capitol,Grover Cleveland,Inauguration of Chester A. Arthur,Inauguration of Benjamin Harrison,1885-03-04
Second inauguration of Theodore Roosevelt,United States Capitol,Theodore Roosevelt,first inauguration of Theodore Roosevelt,Inauguration of William Howard Taft,1905-01-01
