col0,col1,col2,col3
Ewer with elephant-headed spout,Metropolitan Museum of Art,Metropolitan Museum of Art,metal artwork
Memorial Gilded Ewer for Amsterdam Guild in Memory of the Artist's Brother,Rijksmuseum,Rijksmuseum,covered beaker
Ewer-G 5088,Guimet Museum,Guimet Museum,An hua
Ewer with elephant-headed spout,Metropolitan Museum of Art,Metropolitan Museum of Art,metalworking
Ewer,Metropolitan Museum of Art,Metropolitan Museum of Art,sculpture
Memorial Gilded Ewer for Amsterdam Guild in Memory of the Artist's Brother,Rijksmuseum,Rijksmuseum,work of art
Ewer with Phoenixes,Metropolitan Museum of Art,Metropolitan Museum of Art,ewer
Pheonix-Headed Ewer,Metropolitan Museum of Art,Metropolitan Museum of Art,ewer
東晉  越窯青瓷雞首壺|Chicken-Headed Ewer,Metropolitan Museum of Art,Metropolitan Museum of Art,ewer
청자 양각 대나무 마디 무늬 참외 모양 주전자 고려|靑磁陽刻竹節文瓜形注子 高麗|Melon-shaped ewer with bamboo decoration,Metropolitan Museum of Art,Metropolitan Museum of Art,ewer
청자 양각 갈대물새 무늬 표주박 모양 주전자 고려|靑磁陽刻葦蘆水禽文瓢形注子 高麗|Gourd-shaped ewer decorated with waterfowl and reeds,Metropolitan Museum of Art,Metropolitan Museum of Art,ewer
