col0,col1,col2,col3,col4,col5,col6,col7
Bourbon County,Bourbon County,1855-08-30,Bourbon County,14852,Fort Scott,Bourbon County,Kansas
Chautauqua County,Chautauqua County,1875-03-25,Chautauqua County,3552,Sedan,Chautauqua County,Kansas
Johnson County,Johnson County,1855-01-01,Johnson County,566933,Olathe,Thomas Johnson,Kansas
Greenwood County,Greenwood County,1855-08-25,Greenwood County,6424,Eureka,Alfred B. Greenwood,Kansas
Osage County,Osage County,1859-02-11,Osage County,16142,Lyndon,Osage River,Kansas
Marion County,Marion County,1855-08-30,Marion County,12219,Marion,Francis Marion,Kansas
Pawnee County,Pawnee County,1867-02-26,Pawnee County,6971,Larned,Pawnee people,Kansas
Thomas County,Thomas County,1885-10-08,Thomas County,7948,Colby,George Henry Thomas,Kansas
Ottawa County,Ottawa County,1860-02-27,Ottawa County,6042,Minneapolis,Odawa people,Kansas
Lyon County,Lyon County,1862-02-05,Lyon County,33510,Emporia,Nathaniel Lyon,Kansas
Montgomery County,Montgomery County,1867-02-26,Montgomery County,34292,Independence,Richard Montgomery,Kansas
