col0,col1,col2,col3,col4,col5,col6,col7
Australian National Road Race Championships,road bicycle racing,1950-01-01,January,national road cycling championships,1,Australia,2016 Australian National Road Cycling Championships
Luxembourgish National Road Race Championships,road bicycle racing,1922-01-01,June,national road cycling championships,1,Luxembourg,2018 Luxembourgish National Road Race Championships
Slovak National Road Race Championships,road bicycle racing,1993-01-01,June,national road cycling championships,1,Slovakia,2010 Slovakian National Road Race Championships
Swiss National Time Trial Championships,road bicycle racing,1892-01-01,June,national road cycling championships,1,Switzerland,1995 Swiss National Road Race Championships
Luxembourgish National Road Race Championships,road bicycle racing,1922-01-01,June,national road cycling championships,1,Luxembourg,2016 Luxembourgish National Road Cycling Championships
Swiss National Time Trial Championships,road bicycle racing,1892-01-01,June,national road cycling championships,1,Switzerland,2010 Swiss National Road Race Championships
Finnish National Road Race Championships,road bicycle racing,1911-01-01,June,national road cycling championships,1,Finland,2013 Finnish National Road Race Championships
Russian National Road Race Championships,road bicycle racing,1992-01-01,June,national road cycling championships,1,Russia,2005 Russian National Road Race Championships
Lithuanian National Road Race Championships,road bicycle racing,1997-01-01,June,sports festival,1,Lithuania,2016 Lithuanian National Road Cycling Championships
South African National Road Race Championship,road bicycle racing,1997-01-01,June,national road cycling championships,1,South Africa,2016 South African National Road Cycling Championships
Lithuanian National Road Race Championships,road bicycle racing,1997-01-01,June,national road cycling championships,1,Lithuania,2016 Lithuanian National Road Cycling Championships
Norwegian National Road Race Championships,road bicycle racing,1912-01-01,June,national road cycling championships,1,Norway,1978 Norwegian National Road Race Championships
Finnish National Road Race Championships,road bicycle racing,1911-01-01,June,national road cycling championships,1,Finland,2010 Finnish National Road Race Championships
Russian National Road Race Championships,road bicycle racing,1992-01-01,June,national road cycling championships,1,Russia,2010 Russian National Road Race Championships
South African National Road Race Championship,road bicycle racing,1997-01-01,June,national road cycling championships,1,South Africa,1996 South African National Road Race Championships
