col0,col1,col2,col3
Melchenbühl Manor House,double fountain Melchenbühl,campagne,Bern
Baumgarten Manor House,furnace house Baumgarten Manor,campagne,Bern
Fellerstock,decorative fountain Fellerstock,campagne,Bern
furnace house Baumgarten Manor,fountain furnace house manor Baumgarten,architectural structure,Bern
Manor Waldeck,fountain manor Waldeck,architectural structure,Bern
Melchenbühl Manor House,double fountain Melchenbühl,architectural structure,Bern
Baumgarten Manor House,furnace house Baumgarten Manor,architectural structure,Bern
Glurhaus,double fountain Glurhaus,architectural structure,Bern
Former Schweizer Mobiliar building,courtyard fountain former Schweizer Mobiliar building,architectural structure,Bern
Fellerstock,decorative fountain Fellerstock,architectural structure,Bern
Tscharnergut quarter,community,neighborhood,Bern-Mittelland administrative district
Greenwich House,Greenwich House Pottery,headquarters,Manhattan
