col0,col1,col2,col3,col4
1985 Scottish Open Badminton Championships,1984 Scottish Open Badminton Championships (November),United Kingdom,Edinburgh,1985-01-01
1971 Scottish Open Badminton Championships,1970 Scottish Open Badminton Championships,United Kingdom,Edinburgh,1971-01-01
1969 Scottish Open Badminton Championships,1968 Scottish Open Badminton Championships,United Kingdom,Edinburgh,1969-01-01
1968 Scottish Open Badminton Championships,1967 Scottish Open Badminton Championships,United Kingdom,Edinburgh,1968-01-01
1967 Scottish Open Badminton Championships,1966 Scottish Open Badminton Championships,United Kingdom,Edinburgh,1967-01-01
1966 Scottish Open Badminton Championships,1965 Scottish Open Badminton Championships,United Kingdom,Edinburgh,1966-01-01
1965 Scottish Open Badminton Championships,1964 Scottish Open Badminton Championships,United Kingdom,Edinburgh,1965-01-01
1964 Scottish Open Badminton Championships,1963 Scottish Open Badminton Championships,United Kingdom,Edinburgh,1964-01-01
1961 Scottish Open Badminton Championships,1960 Scottish Open Badminton Championships,United Kingdom,Edinburgh,1961-01-01
1960 Scottish Open Badminton Championships,1959 Scottish Open Badminton Championships,United Kingdom,Edinburgh,1960-01-01
1959 Scottish Open Badminton Championships,1958 Scottish Open Badminton Championships,United Kingdom,Edinburgh,1959-01-01
