col0,col1,col2,col3,col4,col5
BVMC work ID,single value constraint,Platero,Wikidata property related to literature,Biblioteca Virtual Miguel de Cervantes,BVMC person ID
autores.uy ID,single value constraint,Mario Benedetti,Wikidata property related to literature,Autores.uy,MNAV work ID
Kritisches Lexikon zur fremdsprachigen Gegenwartsliteratur ID,single value constraint,Marguerite Yourcenar,Wikidata property related to literature,Kritisches Lexikon zur fremdsprachigen Gegenwartsliteratur,Kritisches Lexikon der Gegenwartsliteratur ID
autores.uy ID,single value constraint,Mario Benedetti,Wikidata property to identify organisations,Autores.uy,MNAV work ID
Kritisches Lexikon zur fremdsprachigen Gegenwartsliteratur ID,single value constraint,Marguerite Yourcenar,Wikidata property for an identifier,Kritisches Lexikon zur fremdsprachigen Gegenwartsliteratur,Kritisches Lexikon der Gegenwartsliteratur ID
BVMC work ID,single value constraint,Platero,Wikidata property for authority control for works,Biblioteca Virtual Miguel de Cervantes,BVMC person ID
autores.uy ID,single value constraint,Mario Benedetti,Wikidata property for authority control for works,Autores.uy,MNAV work ID
EMLO location ID,single value constraint,Berlin,Wikidata property for authority control for places,Early Modern Letters Online,EMLO person ID
BVMC place id,format constraint,Barcelona,Wikidata property for authority control for places,Biblioteca Virtual Miguel de Cervantes,BVMC person ID
Académie française member ID,single value constraint,Assia Djebar,Wikidata property for authority control for people,Académie Française,Canal Académie ID
autores.uy ID,single value constraint,Mario Benedetti,Wikidata property for authority control for people,Autores.uy,MNAV work ID
Paris Faculty of Letters professor ID,single value constraint,Victor Basch,Wikidata property related to literature,Les Professeurs de la Faculté des lettres de Paris,Paris Faculty of Science professor ID
LRB contributor ID,single value constraint,Pierre Bourdieu,Wikidata property related to literature,London Review of Books,NYRB contributor ID
Académie française member ID,format constraint,Jean d'Ormesson,Wikidata property related to literature,Académie Française,Canal Académie ID
