col0,col1,col2,col3,col4,col5,col6,col7
1977 Portugal International Badminton Championships,WikiProject Badminton/tournament focus list,Lisbon,1977-01-01,badminton,open championship,Pavilhão Carlos Lopes,1976 Portugal International Badminton Championships
1972 Portugal International Badminton Championships,WikiProject Badminton/tournament focus list,Lisbon,1972-01-01,badminton,open championship,Escola Secundária Pedro Nunes,1971 Portugal International Badminton Championships
2005 Portugal International Badminton Championships,WikiProject Badminton/tournament focus list,Caldas da Rainha,2005-01-01,badminton,open championship,Pavilhão Rainha D. Leonor,2004 Portugal International Badminton Championships
1973 Portugal International Badminton Championships,WikiProject Badminton/tournament focus list,Lisbon,1973-01-01,badminton,open championship,Escola Secundária Pedro Nunes,1972 Portugal International Badminton Championships
1970 Portugal International Badminton Championships,WikiProject Badminton/tournament focus list,Lisbon,1970-01-01,badminton,open championship,Escola Secundária Pedro Nunes,1969 Portugal International Badminton Championships
1967 Portugal International Badminton Championships,WikiProject Badminton/tournament focus list,Lisbon,1967-01-01,badminton,open championship,Escola Secundária Pedro Nunes,1966 Portugal International Badminton Championships
2009 Portugal International Badminton Championships,WikiProject Badminton/tournament focus list,Caldas da Rainha,2009-01-01,badminton,open championship,Pavilhão Rainha D. Leonor,2008 Portugal International Badminton Championships
2010 Portugal International Badminton Championships,WikiProject Badminton/tournament focus list,Caldas da Rainha,2010-01-01,badminton,open championship,Centro de Alto Rendimento Caldas da Rainha,2009 Portugal International Badminton Championships
2012 Portugal International Badminton Championships,WikiProject Badminton/tournament focus list,Caldas da Rainha,2012-01-01,badminton,open championship,Centro de Alto Rendimento Caldas da Rainha,2011 Portugal International Badminton Championships
2019 Portugal International Badminton Championships,WikiProject Badminton/tournament focus list,Caldas da Rainha,2019-01-01,badminton,open championship,Centro de Alto Rendimento Caldas da Rainha,2018 Portugal International Badminton Championships
2018 Portugal International Badminton Championships,WikiProject Badminton/tournament focus list,Caldas da Rainha,2018-01-01,badminton,open championship,Centro de Alto Rendimento Caldas da Rainha,2017 Portugal International Badminton Championships
2017 Portugal International Badminton Championships,WikiProject Badminton/tournament focus list,Caldas da Rainha,2017-01-01,badminton,open championship,Centro de Alto Rendimento Caldas da Rainha,2016 Portugal International Badminton Championships
2016 Portugal International Badminton Championships,WikiProject Badminton/tournament focus list,Caldas da Rainha,2016-01-01,badminton,open championship,Centro de Alto Rendimento Caldas da Rainha,2015 Portugal International Badminton Championships
2015 Portugal International Badminton Championships,WikiProject Badminton/tournament focus list,Caldas da Rainha,2015-01-01,badminton,open championship,Centro de Alto Rendimento Caldas da Rainha,2014 Portugal International Badminton Championships
2014 Portugal International Badminton Championships,WikiProject Badminton/tournament focus list,Caldas da Rainha,2014-01-01,badminton,open championship,Centro de Alto Rendimento Caldas da Rainha,2013 Portugal International Badminton Championships
