col0,col1,col2,col3,col4,col5
Delft railway station,wheelchair accessible,Netherlands,RandstadRail,Amsterdam–Haarlem–Rotterdam railway,Van Leeuwenhoeksingel
Den Haag Centraal railway station,wheelchair accessible,Netherlands,buses in The Hague,Amsterdam–Haarlem–Rotterdam railway,Koningin Julianaplein
Den Haag Laan van NOI railway station,wheelchair accessible,Netherlands,RandstadRail,Amsterdam–Haarlem–Rotterdam railway,Laan van Nieuw Oost-Indië
Den Haag Centraal railway station,wheelchair accessible,Netherlands,RandstadRail,Amsterdam–Haarlem–Rotterdam railway,Koningin Julianaplein
Elandstraat,wheelchair accessible,Netherlands,RandstadRail,RandstadRail 3,Waldeck Pyrmontkade
Arnold Spoelplein,wheelchair accessible,Netherlands,RandstadRail,RandstadRail 3,Pisuissestraat
Dedemsvaartweg,wheelchair accessible,Netherlands,RandstadRail,RandstadRail 4,Meppelweg
Van Speijkstraat,wheelchair accessible,Netherlands,RandstadRail,RandstadRail 3,Koningin Emmakade
Elandstraat,wheelchair accessible,Netherlands,RandstadRail,RandstadRail 3,Koningin Emmakade
Zuidwoldepad,wheelchair accessible,Netherlands,RandstadRail,RandstadRail 4,Zuidwoldestraat
Mozartlaan,wheelchair accessible,Netherlands,RandstadRail,RandstadRail 3,Aaltje Noordewierstraat
