col0,col1,col2,col3
Cerro Macá,volcano,Americas,Southern Andean Volcano Observatory
Volcán Huequi,volcano,Americas,Southern Andean Volcano Observatory
Callaqui,volcano,Americas,Southern Andean Volcano Observatory
San Pedro,volcano,Americas,Southern Andean Volcano Observatory
San José,volcano,Americas,Southern Andean Volcano Observatory
Poás Volcano,volcano,North America,Observatorio Vulcanológico y Sismológico de Costa Rica
Irazú Volcano,volcano,Central America,Observatorio Vulcanológico y Sismológico de Costa Rica
Hornopirén,volcano,Americas,Southern Andean Volcano Observatory
Ollagüe,volcano,South America,Southern Andean Volcano Observatory
Descabezado Grande,volcano,Americas,Southern Andean Volcano Observatory
Mount Hudson,volcano,South America,Southern Andean Volcano Observatory
Calbuco,volcano,Americas,Southern Andean Volcano Observatory
