col0,col1,col2,col3,col4
2017 Trofeo Andratx-Mirador des Colomer,Tiesj Benoot,2017-01-28,Novo Nordisk 2017,Alejandro Valverde
2018 Trofeo Lloseta-Andratx,Elmar Reinders,2018-01-27,Sky 2018,Elmar Reinders
2017 Trofeo Andratx-Mirador des Colomer,Alejandro Valverde,2017-01-28,2017 Bora-Hansgrohe,Alejandro Valverde
Trofeo Lloseta-Andratx 2020,Marc Soler,2020-02-01,2020 Kometa-Xstra Cycling Team,Marc Soler
2018 Trofeo Lloseta-Andratx,Toms Skujiņš,2018-01-27,Sauerland NRW-SKS Germany 2018,Gregor Mühlberger
Trofeo Lloseta-Andratx 2020,Marc Soler,2020-02-01,2020 Kometa-Xstra Cycling Team,Gregor Mühlberger
2018 Trofeo Lloseta-Andratx,Toms Skujiņš,2018-01-27,Caja Rural-Seguros RGA 2018,Alejandro Valverde
2017 Trofeo Andratx-Mirador des Colomer,Lotto-Soudal 2017,2017-01-28,Burgos BH 2017,Tiesj Benoot
Trofeo Lloseta-Andratx 2020,Davide Villella,2020-02-01,2019 Memil Pro Cycling,Marc Soler
2019 Trofeo Andratx-Lloseta,Bauke Mollema,2019-02-01,Roompot-Charles 2019,Guillaume Martin
Trofeo Lloseta-Andratx 2020,Davide Villella,2020-02-01,2019 Memil Pro Cycling,Ruben Fernandez Andujar
