col0,col1,col2,col3,col4,col5,col6
2010 Polish Team Badminton Championships,2009 Polish Team Badminton Championships,AZS UWM Olsztyn,Poland,Polish Team Badminton Championships,mixed team,badminton
2009 Polish Team Badminton Championships,2008 Polish Team Badminton Championships,AZS UWM Olsztyn,Poland,Polish Team Badminton Championships,mixed team,badminton
2008 Polish Team Badminton Championships,2007 Polish Team Badminton Championships,AZS UWM Olsztyn,Poland,Polish Team Badminton Championships,mixed team,badminton
2007 Polish Team Badminton Championships,2006 Polish Team Badminton Championships,AZS UWM Olsztyn,Poland,Polish Team Badminton Championships,mixed team,badminton
2006 Polish Team Badminton Championships,2005 Polish Team Badminton Championships,SKB Litpol-Malow Suwałki,Poland,Polish Team Badminton Championships,mixed team,badminton
2005 Polish Team Badminton Championships,2004 Polish Team Badminton Championships,SKB Litpol-Malow Suwałki,Poland,Polish Team Badminton Championships,mixed team,badminton
2004 Polish Team Badminton Championships,2003 Polish Team Badminton Championships,SKB Litpol-Malow Suwałki,Poland,Polish Team Badminton Championships,mixed team,badminton
2003 Polish Team Badminton Championships,2002 Polish Team Badminton Championships,SKB Litpol-Malow Suwałki,Poland,Polish Team Badminton Championships,mixed team,badminton
1999 Polish Team Badminton Championships,1998 Polish Team Badminton Championships,SKB Litpol-Malow Suwałki,Poland,Polish Team Badminton Championships,mixed team,badminton
1998 Polish Team Badminton Championships,1997 Polish Team Badminton Championships,SKB Litpol-Malow Suwałki,Poland,Polish Team Badminton Championships,mixed team,badminton
1997 Polish Team Badminton Championships,1996 Polish Team Badminton Championships,SKB Litpol-Malow Suwałki,Poland,Polish Team Badminton Championships,mixed team,badminton
2019 Polish Team Badminton Championships,2018 Polish Team Badminton Championships,Legia Warsaw,Poland,Polish Team Badminton Championships,mixed team,badminton
2012 Polish Team Badminton Championships,2011 Polish Team Badminton Championships,SKB Litpol-Malow Suwałki,Poland,Polish Team Badminton Championships,mixed team,badminton
2015 Polish Team Badminton Championships,2014 Polish Team Badminton Championships,AZS UWM Olsztyn,Poland,Polish Team Badminton Championships,mixed team,badminton
1990 Polish Team Badminton Championships,1989 Polish Team Badminton Championships,Ruch Radzionków,Poland,Polish Team Badminton Championships,mixed team,badminton
