col0,col1,col2,col3,col4
Tomsk Governorate,1925-05-25,Russian Soviet Federative Socialist Republic,Tobolsk Governorate,Small Brockhaus and Efron Encyclopedic Dictionary
Kazan Governorate,1920-05-27,Russian Soviet Federative Socialist Republic,Kazan vicegerency,Jewish Encyclopedia of Brockhaus and Efron
Volhynian Governorate,1925-06-03,Russian Empire,Volhynian Viceroyalty,Jewish Encyclopedia of Brockhaus and Efron
Mogilev Governorate,1919-07-11,Russian Soviet Federative Socialist Republic,Mstsislaw Voivodeship,Jewish Encyclopedia of Brockhaus and Efron
Tomsk Governorate,1925-05-25,Russian Soviet Federative Socialist Republic,Tobolsk Governorate,Jewish Encyclopedia of Brockhaus and Efron
Kazan Governorate,1920-05-27,Russian Soviet Federative Socialist Republic,Kazan vicegerency,Nordisk familjebok
Volhynian Governorate,1925-06-03,Russian Empire,Volhynian Viceroyalty,Nordisk familjebok
Mogilev Governorate,1919-07-11,Russian Soviet Federative Socialist Republic,Mstsislaw Voivodeship,Nordisk familjebok
Tomsk Governorate,1925-05-25,Russian Soviet Federative Socialist Republic,Tobolsk Governorate,Nordisk familjebok
Poltava Governorate,1925-08-01,Russian Soviet Federative Socialist Republic,Little Russia Governorate,Nordisk familjebok
Ufa Governorate,1922-06-14,Russian Soviet Federative Socialist Republic,Orenburg Governorate,Nordisk familjebok
