col0,col1,col2,col3
Rise of the Triad,first-person shooter,multiplayer video game,Steam
Painkiller: Hell & Damnation,first-person shooter,multiplayer video game,Steam
Black Mesa,first-person shooter,multiplayer video game,Steam
The Binding of Isaac: Rebirth,action-adventure game,cooperative gameplay,Steam
Dead Island: Definitive Edition,survival horror,cooperative gameplay,Steam
Serious Sam HD: The First Encounter,first-person shooter,player versus player,Steam
Leisure Suit Larry: Reloaded,graphic adventure game,single-player video game,Steam
Civilization IV: Colonization,turn-based strategy video game,single-player video game,Steam
Dead Island: Definitive Edition,action role-playing game,single-player video game,Steam
Postal Redux,shoot 'em up,single-player video game,Steam
