col0,col1,col2,col3
Brno,Leeds,Brno-střed,Brockhaus and Efron Encyclopedic Dictionary
Znojmo,Ružinov,Znojmo-Hradiště,Brockhaus and Efron Encyclopedic Dictionary
Krnov,Gmina Prudnik,Guntramovice,Nordisk familjebok
České Budějovice,Linz,Kaliště,Vlastenský slovník historický
Brno,Ferrara,Brno-střed,The Nuttall Encyclopædia
Jihlava,Semiluki,Vysoký kámen,Brockhaus and Efron Encyclopedic Dictionary
Havlíčkův Brod,Brixen,Perknov,Brockhaus and Efron Encyclopedic Dictionary
Jeseník,Głuchołazy,Lázně Jeseník,Brockhaus and Efron Encyclopedic Dictionary
Prague,Taipei,Prague 18,Brockhaus and Efron Encyclopedic Dictionary
Brno,Poznań,Nové Moravany,Brockhaus and Efron Encyclopedic Dictionary
Prague,Taipei,Kateřinky,Brockhaus and Efron Encyclopedic Dictionary
Brno,Poznań,Kamenná čtvrť,Brockhaus and Efron Encyclopedic Dictionary
Prague,Taipei,Zátiší,Brockhaus and Efron Encyclopedic Dictionary
