col0,col1,col2,col3,col4,col5
Ainu,Japan,Sakhalin,critically endangered language,language isolate,8b Nearly Extinct
Nivkh,Japan,Republic of North Ossetia-Alania,severely endangered language,language isolate,8a Moribund
Basque,Spain,Biscay,vulnerable language,object–verb–subject,2 Provincial
Nivkh,Japan,Republic of North Ossetia-Alania,modern language,language isolate,8a Moribund
Ainu,Japan,Sakhalin,modern language,language isolate,8b Nearly Extinct
Nivkh,Japan,Republic of North Ossetia-Alania,language,language isolate,8a Moribund
Ainu,Japan,Sakhalin,language,language isolate,8b Nearly Extinct
Basque,Spain,Navarre,modern language,subject–verb–object,2 Provincial
Munichi,Peru,Loreto,critically endangered language,language isolate,9 Dormant
Kwaza,Brazil,Rondônia,critically endangered language,language isolate,8b Nearly Extinct
Taushiro,Peru,Loreto,critically endangered language,language isolate,8b Nearly Extinct
