col0,col1,col2,col3,col4
Maggi,Germany,Cham,1886-01-01,Nestlé
Nestlé Purina PetCare,Germany,Euskirchen,1893-01-01,Nestlé
Hacker-Pschorr Brewery,Germany,Munich,1417-01-01,Paulaner Brewery
Magirus-Deutz,Germany,Berlin,1949-01-01,Iveco
Chocolat Suchard,Switzerland,Neuchâtel,1826-01-01,Mondelēz International
Marchal,France,Neuilly-sur-Seine,1923-01-01,Valeo
Carte Noire,Italy,Boulogne-Billancourt,1978-01-01,Lavazza
Parlophone,United Kingdom,Germany,1896-01-01,The Parlophone Co. Ltd.
JVC,Japan,Yokohama,1927-09-13,JVCKenwood
Parlophone,United Kingdom,Germany,1896-01-01,PolyGram
Whiskas,United States of America,McLean,1999-01-01,"Mars, Incorporated"
Yaroslavl Motor Plant,Russia,Yaroslavl,1916-01-01,Oleg Deripaska
Parlophone,United Kingdom,Germany,1896-01-01,The Walt Disney Company
MegaFon,Russia,Moscow,2002-01-01,Gazprombank
Pobeda,Russia,Petergof,1945-01-01,Petrodvorets Watch Factory
