col0,col1,col2,col3
Toyooka Prefecture,1876-08-21,Kumihama Prefecture,Hyōgo Prefecture
Shikama Prefecture,1876-08-21,Yamasaki Domain,Hyōgo Prefecture
Toyooka Prefecture,1876-08-21,Muraoka Domain,Hyōgo Prefecture
Shikama Prefecture,1876-08-21,Hayashida Domain,Hyōgo Prefecture
Toyooka Prefecture,1876-08-21,Tango-Tanabe Domain,Hyōgo Prefecture
Shikama Prefecture,1876-08-21,Ono Domain,Hyōgo Prefecture
Toyooka Prefecture,1876-08-21,Kaibara Domain,Hyōgo Prefecture
Shikama Prefecture,1876-08-21,Anji Domain,Hyōgo Prefecture
Toyooka Prefecture,1876-08-21,Tango-Mineyama Domain,Hyōgo Prefecture
Shikama Prefecture,1876-08-21,Tatsuno Domain,Hyōgo Prefecture
Toyooka Prefecture,1876-08-21,Toyooka Domain,Hyōgo Prefecture
Shikama Prefecture,1876-08-21,Akashi Domain,Hyōgo Prefecture
Chikuma Prefecture,1876-08-21,Takatō Domain,Nagano Prefecture
Okitama Prefecture,1876-08-21,Yonezawa Domain,Yamagata Prefecture
