col0,col1,col2,col3,col4,col5
M4253,1281,odd number,1961-11-03,M4253,Alexander Hurwitz
M3217,969,odd number,1957-09-08,M3217,Hans Riesel
M2281,687,odd number,1952-10-09,M2281,Raphael M. Robinson
M2203,664,odd number,1952-10-07,M2203,Raphael M. Robinson
M1279,386,odd number,1952-06-25,M1279,Raphael M. Robinson
M74207281,22338618,odd number,2015-09-17,M74207281,Great Internet Mersenne Prime Search
M607,183,odd number,1952-01-30,M607,Raphael M. Robinson
M521,157,odd number,1952-01-30,M521,Raphael M. Robinson
M107,33,odd number,1914-06-01,M107,Ralph Ernest Powers
"618,970,019,642,690,137,449,562,111",27,odd number,1911-06-01,"618,970,019,642,690,137,449,562,111",Ralph Ernest Powers
131071,6,odd number,1460-01-01,131071,Pietro Cataldi
524287,6,odd number,1588-01-01,524287,Pietro Cataldi
