col0,col1,col2,col3
Inverness,large burgh,Augsburg,United Kingdom
Edinburgh,capital,Vilnius,United Kingdom
Inverness,city,Augsburg,United Kingdom
Edinburgh,city,Vilnius,United Kingdom
Clydebank,large burgh,Argenteuil,United Kingdom
Kirkcaldy,large burgh,Ingolstadt,United Kingdom
Ayr,large burgh,Saint-Germain-en-Laye,United Kingdom
Dumfries,large burgh,Passau,United Kingdom
Falkirk,large burgh,Quimper,United Kingdom
Kilmarnock,large burgh,Santa Coloma de Gramenet,United Kingdom
Dunfermline,large burgh,Wilhelmshaven,United Kingdom
Paisley,large burgh,Fürth,United Kingdom
Perth,large burgh,Cognac,United Kingdom
Ayr,county town,Saint-Germain-en-Laye,United Kingdom
