col0,col1,col2,col3,col4
2019 Vuelta a Burgos,Alex Aranburu,Ángel Madrazo,2019 Ineos,Amanuel Gebrezgabihier
2018 Vuelta a Burgos,Miguel Ángel López,Igor Antón,Astana 2018,Iván Sosa
2019 Vuelta a Burgos,Iván Sosa,Amanuel Gebrezgabihier,Movistar 2019,Amanuel Gebrezgabihier
2018 Vuelta a Burgos,David de la Cruz,David de la Cruz,Nippo-Vini Fantini-Europa Ovini 2018,Ibai Azurmendi
2019 Vuelta a Burgos,Richard Carapaz,Richard Carapaz,Delko-Marseille Provence 2019,Sergio Samitier
2018 Vuelta a Burgos,David de la Cruz,David de la Cruz,Nippo-Vini Fantini-Europa Ovini 2018,Joan Bou
2019 Vuelta a Burgos,Richard Carapaz,Richard Carapaz,Delko-Marseille Provence 2019,Joan Bou
2018 Vuelta a Burgos,David de la Cruz,David de la Cruz,Nippo-Vini Fantini-Europa Ovini 2018,Iván Sosa
2019 Vuelta a Burgos,Richard Carapaz,Richard Carapaz,Delko-Marseille Provence 2019,Márton Dina
2018 Vuelta a Burgos,David de la Cruz,David de la Cruz,Nippo-Vini Fantini-Europa Ovini 2018,Miguel Flórez López
2019 Vuelta a Burgos,Richard Carapaz,Richard Carapaz,Delko-Marseille Provence 2019,Miguel Flórez López
2018 Vuelta a Burgos,David de la Cruz,David de la Cruz,Nippo-Vini Fantini-Europa Ovini 2018,Patrick Gamper
2019 Vuelta a Burgos,Richard Carapaz,Richard Carapaz,Delko-Marseille Provence 2019,Amanuel Gebrezgabihier
2018 Vuelta a Burgos,Miguel Ángel López,Miguel Ángel López,Nippo-Vini Fantini-Europa Ovini 2018,Ibai Azurmendi
2019 Vuelta a Burgos,Alex Aranburu,Ángel Madrazo,Wanty-Groupe Gobert 2019,Sergio Samitier
