col0,col1,col2,col3,col4,col5,col6
San Pedro de Totora Province,1487,province of Bolivia,4033,Totora,Bolivia,Oruro Department
Sabaya Province,5885,province of Bolivia,3975,Sabaya,Bolivia,Oruro Department
Punata Province,850,province of Bolivia,2750,Punata,Bolivia,Cochabamba Department
Loayza Province,3370,province of Bolivia,2554,Luribay,Bolivia,La Paz Department
Nor Cinti Province,7983,province of Bolivia,3250,Camargo,Bolivia,Chuquisaca Department
Carangas Province,5472,province of Bolivia,3898,Corque,Bolivia,Oruro Department
Oropeza Province,3943,province of Bolivia,2000,"Toroca, Potosi Bolivia",Bolivia,Chuquisaca Department
Arque Province,1077,province of Bolivia,3867,Arque,Bolivia,Cochabamba Department
Rafael Bustillo Province,2235,province of Bolivia,3768,Uncía,Bolivia,Potosí Department
Sud Carangas Province,3536,province of Bolivia,3753,Andamarca,Bolivia,Oruro Department
Antonio Quijarro Province,14890,province of Bolivia,4098,Uyuni,Bolivia,Potosí Department
Ingavi Province,5410,province of Bolivia,3882,Viacha,Bolivia,La Paz Department
Los Andes Province,1658,province of Bolivia,3872,Pucarani,Bolivia,La Paz Department
Larecaja Province,8110,province of Bolivia,1954,Sorata,Bolivia,La Paz Department
