col0,col1,col2,col3,col4,col5
Trams in Rotterdam,Netherlands,1879-01-01,1879-01-01,Tramline 20,1435 mm track gauge
trams in The Hague,Netherlands,1864-01-01,1864-06-25,RandstadRail 3,1435 mm track gauge
Trams in Rotterdam,Netherlands,1879-01-01,1879-01-01,Tramline 23,1435 mm track gauge
trams in The Hague,Netherlands,1864-01-01,1864-06-25,Tram line 19 (The Hague),1435 mm track gauge
Utrecht sneltram,Netherlands,1983-12-17,1983-12-17,Uithoflijn,1435 mm track gauge
trams in The Hague,Netherlands,1864-01-01,1864-06-25,RandstadRail 4,1435 mm track gauge
Trams in Rotterdam,Netherlands,1879-01-01,1879-01-01,Tramline 7,1435 mm track gauge
trams in The Hague,Netherlands,1864-01-01,1864-06-25,Tram line 17 (The Hague),1435 mm track gauge
Trams in Rotterdam,Netherlands,1879-01-01,1879-01-01,Tramline 25,1435 mm track gauge
trams in The Hague,Netherlands,1864-01-01,1864-06-25,Tram line 15 (The Hague),1435 mm track gauge
Trams in Rotterdam,Netherlands,1879-01-01,1879-01-01,Tramline 12,1435 mm track gauge
trams in The Hague,Netherlands,1864-01-01,1864-06-25,Tram line 11 (The Hague),1435 mm track gauge
Trams in Rotterdam,Netherlands,1879-01-01,1879-01-01,Tramline 2,1435 mm track gauge
Trondheim Tramway,Norway,1901-01-01,1901-12-03,Elgeseter Line,1000 mm track gauge
