col0,col1,col2,col3
Werseniederung,Werse,2018-01-01,172.42
Ruhrtal-Ost,Ruhr,2002-01-01,192.31
Ruhraue,Ruhr,1994-01-01,23.15
Rheinufer,Rhine,2002-01-01,648.51
Gieseler,Gieseler,2003-01-01,76.07
Heidenbach,Heidenbach,2006-01-01,14.98
Talraum des Seilbaches,Seilbach,1994-01-01,3.0701
Hespeoberlauf,Hespe,1993-01-01,4.63
Rakenbachtal,Rackenbach,1993-01-01,10.33
Talraum der Milmke,Milmke,1993-01-01,23.26
Oberes Rumketal,Rumke,1993-01-01,29.03
Amstelbach westlich Kohlscheid,Bleijerheiderbeek,1991-01-01,62.41
Potsdamer Havelseengebiet,Schlänitz-See,1966-01-01,43.95
Wald zwischen Dedenborn und Rurberg,Obersee,2004-01-01,278.09
Silberseen und Schmaloer Heide,Silberseen,1988-01-01,720.4
