col0,col1,col2,col3,col4,col5,col6
Giratina,black,Pokémon universe,ghost-type Pokémon,450,list of Pokémon introduced in Generation IV,750
Arceus,gray,Pokémon universe,ghost-type Pokémon,320,list of Pokémon introduced in Generation IV,320
Turtonator,red,Pokémon universe,dragon-type Pokémon,200,list of Pokémon introduced in Generation VII,212
Drampa,white,Pokémon universe,dragon-type Pokémon,300,list of Pokémon introduced in Generation VII,185
Zygarde,green,Pokémon universe,dragon-type Pokémon,500,list of Pokémon introduced in Generation VI,305
Tyrunt,brown,Pokémon universe,dragon-type Pokémon,80,list of Pokémon introduced in Generation VI,26
Tyrantrum,red,Pokémon universe,dragon-type Pokémon,250,list of Pokémon introduced in Generation VI,270
Zweilous,blue,Pokémon universe,dragon-type Pokémon,140,list of Pokémon introduced in Generation V,50
Kyurem,gray,Pokémon universe,dragon-type Pokémon,300,list of Pokémon introduced in Generation V,325
Hydreigon,blue,Pokémon universe,dragon-type Pokémon,180,list of Pokémon introduced in Generation V,160
