col0,col1,col2,col3
Euthyphro,Eutyfron,Ancient Greek,Plato
Apology,Apologia Sokratesa,Ancient Greek,Plato
Philebus,Philèbe,Ancient Greek,Plato
Phaedo,Phédon,Ancient Greek,Plato
Symposium,Pir,Ancient Greek,Plato
Apology,Plato : amddiffyniad Socrates,Ancient Greek,Plato
Gorgias,Platon : Gorgias,Ancient Greek,Plato
Laws,Законы (Платон/Егунов),Ancient Greek,Plato
Phaedo,Phædon,Ancient Greek,Plato
Phaedrus,Phèdre,Ancient Greek,Plato
Euthyphro,Euthyphron,Ancient Greek,Plato
Apology,Apologie de Socrate,Ancient Greek,Plato
Phaedrus,Федр,Ancient Greek,Plato
Symposium,Pir,Ancient Greek,Plato
