col0,col1,col2,col3
spine,Switzerland,Ueli Berger,1988-01-01
Kindlint Haasje Over,Netherlands,Eline Janssens,2007-05-01
Doe iets,Netherlands,Serge Verheugen,2007-01-01
the balance of things,Switzerland,George Steinmann,1992-01-01
aaruf - aarab,Switzerland,Hannes Vogel,1988-01-01
Leafwork with bamboo trunks,Switzerland,Franco Annoni,1975-01-01
Schlafkraftwerk,Switzerland,Michael Aschwanden,2000-01-01
birds,Switzerland,Hans Hartmann,1991-01-01
Schrein,Switzerland,Walter Kretz,1979-01-01
source of life,Switzerland,Karl Imfeld,1989-08-19
Beyond the Deepening Shadow,United Kingdom,Tom Piper,2018-01-01
Mars,Belgium,Spencer Finch,2018-01-01
