col0,col1,col2,col3,col4,col5,col6
America's National Parks ID,Wikidata property for Wikivoyage,NPCA ID,America's National Parks,single value constraint,United States of America,Mammoth Cave National Park
Saxony protected area ID,Wikidata property for authority control for protected areas,Bavarian protected area ID,Saxon Ministry of the Environment and Agriculture,single value constraint,Germany,Ziegenbuschhänge bei Oberau
Baden-Württemberg protected area ID,Wikidata property for an identifier,Bavarian protected area ID,"Landesanstalt für Umwelt, Messungen und Naturschutz Baden-Württemberg",item requires statement constraint,Germany,Listhof
ZNIEFF ID,Wikidata property for authority control for protected areas,protected areas INPN Code,"zone naturelle d'intérêt écologique, faunistique et floristique",single value constraint,France,Cap la Houssaye
Canadian Environmental Sustainability Indicators ID,Wikidata property for authority control for protected areas,WDPA ID,Canadian Environmental Sustainability,single value constraint,Canada,Banff National Park
Réserves naturelles de France ID,Wikidata property for authority control for protected areas,protected areas INPN Code,Réserves Naturelles de France,single value constraint,France,Réserve naturelle nationale de l'îlot Mbouzi
Australian Wetlands Code,Wikidata property for authority control for protected areas,Australian Ramsar site ID,Important Wetlands in Australia,single value constraint,Australia,Ginini Flats Wetlands Ramsar Site
Australian Ramsar site ID,Wikidata property for authority control for protected areas,Ramsar Sites Information Service ID,Ramsar site in Australia,single value constraint,Australia,Ginini Flats Wetlands Ramsar Site
protected areas INPN Code,Wikidata property for authority control for protected areas,Conservatoire du littoral ID,Inventaire national du patrimoine naturel,single value constraint,France,Armorique Regional Natural Park
ÚSOP code,Wikidata property for authority control for protected areas,DRÚSOP ID,protected area of the Czech Republic,single value constraint,Czech Republic,Blana
Australian Wetlands Code,Wikidata property for bodies of water,Australian Ramsar site ID,Important Wetlands in Australia,single value constraint,Australia,Ginini Flats Wetlands Ramsar Site
Australian Ramsar site ID,Wikidata property for bodies of water,Ramsar Sites Information Service ID,Ramsar site in Australia,single value constraint,Australia,Ginini Flats Wetlands Ramsar Site
NPS unit ID,Wikidata property for authority control for protected areas,NPCA ID,National Park Service,single value constraint,United States of America,Wupatki National Monument
Latvian Protected Nature Territory ID,Wikidata property for authority control for protected areas,Latvian Protected Nature Territory URL,Latvian Specially Protected Nature Territories,single value constraint,Latvia,North Vidzeme Biosphere Reserve
