col0,col1,col2,col3,col4
Manor house in Ruszcza,Dwór,Ruszcza,2000-01-01,Poland
Manor in Lasochów,Dwór,Lasochów,1800-01-01,Poland
Manor house in Gnojno,Dwór,"Gnojno, Świętokrzyskie Voivodeship",1600-01-01,Poland
Manor in Piotrów,Dwór,"Piotrów, Greater Poland Voivodeship",1895-01-01,Poland
Manor in Karsewo,Dwór,Karsewo,1900-01-01,Poland
"22a Nadbrzeżna Street, Jelenia Góra",Dwór,Jelenia Góra,1800-01-01,Poland
Manor house in Przeździedza,Dwór,Przeździedza,1700-01-01,Poland
Manor in Nieszczyce,Dwór,Nieszczyce,1840-01-01,Poland
Manor in Rosochata,Dwór,Rosochata,1912-01-01,Poland
Ścinawka Średnia Castle,Dwór,Ścinawka Średnia,1600-01-01,Poland
Manor in Niemojów,Dwór,Niemojów,1600-01-01,Poland
