col0,col1,col2,col3,col4
Estany de Saburó,Ebro Basin,Aigüestortes i Estany de Sant Maurici National Park,726,80
estany de Llebreta,Ebro Basin,Aigüestortes i Estany de Sant Maurici National Park,603,12
Estany de la Collada,Ebro Basin,Aigüestortes i Estany de Sant Maurici National Park,251,15
Estany de la Cabana,Ebro Basin,Aigüestortes i Estany de Sant Maurici National Park,246,9
Estany de Certascan,Ebro Basin,Alt Pirineu Natural Park,1.21,96
Estany del Port de Caldes,Ebro Basin,Aigüestortes i Estany de Sant Maurici National Park,248,16
estany del Bergús,Ebro Basin,Aigüestortes i Estany de Sant Maurici National Park,327,49
estany de la Ribera,Ebro Basin,Aigüestortes i Estany de Sant Maurici National Park,376,11
Estany de Travessani,Ebro Basin,Aigüestortes i Estany de Sant Maurici National Park,586,32
estany de Sarradé,Ebro Basin,Aigüestortes i Estany de Sant Maurici National Park,260,24
Estany de Mangades,Ebro Basin,Aigüestortes i Estany de Sant Maurici National Park,570,21
