col0,col1,col2,col3
Gmina Prudnik,urban-rural municipality of Poland,"Gmina Lubrza, Opole Voivodeship",San Giustino
Gmina Koronowo,urban-rural municipality of Poland,Gmina Osielsko,Spinetoli
Gmina Zawadzkie,urban-rural municipality of Poland,Gmina Wielowieś,Dubnica nad Váhom
Gmina Sulęcin,urban-rural municipality of Poland,Gmina Ośno Lubuskie,Beeskow
Gmina Namysłów,urban-rural municipality of Poland,Gmina Rychtal,Hlučín
gmina Skawina,urban-rural municipality of Poland,Kraków,Civitanova Marche
Gmina Prószków,urban-rural municipality of Poland,Opole,Pruszków
Gmina Opoczno,urban-rural municipality of Poland,Gmina Gowarczów,Bytča
"Gmina Chrzanów, Lesser Poland Voivodeship",urban-rural municipality of Poland,Jaworzno,Ivano-Frankivsk
Gmina Bystrzyca Kłodzka,urban-rural municipality of Poland,Polanica-Zdrój,Amberg
Gmina Brzeg Dolny,urban-rural municipality of Poland,Gmina Oborniki Śląskie,Barsinghausen
Gmina Bolków,urban-rural municipality of Poland,Wojcieszów,Borken
Gmina Grodków,urban-rural municipality of Poland,Gmina Niemodlin,Beckum
Gmina Rabka-Zdrój,urban-rural municipality of Poland,Gmina Niedźwiedź,Château-Gontier
Gmina Kępno,urban-rural municipality of Poland,Gmina Ostrzeszów,Trutnov
