col0,col1,col2,col3,col4
Purple Rain,Prince,United States of America,original soundtrack album,English
Scott,Johnny Franz,United Kingdom,debut solo album,English
Buddy Holly,Norman Petty,United States of America,debut solo album,English
Robbie Robertson,Daniel Lanois,United States of America,debut solo album,English
Buddy Holly,Bob Thiele,United States of America,debut solo album,English
Dream a Little Dream,Lou Adler,United States of America,debut solo album,English
Welcome to My Nightmare,Bob Ezrin,United States of America,debut solo album,English
Ella Sings Gershwin,Milt Gabler,United States of America,debut solo album,English
The Madcap Laughs,David Gilmour,United Kingdom,debut solo album,English
Got to Be There,Hal Davis,United States of America,debut solo album,English
