col0,col1,col2,col3,col4,col5
Portugal,1143-10-12,free country,flag of Portugal,Schuko,Banco de Portugal
Japan,1947-05-03,free country,flag of Japan,NEMA 1-15,Bank of Japan
Cambodia,1953-11-09,not-free country,flag of Cambodia,Europlug,National Bank of Cambodia
Ireland,1937-12-29,free country,Flag of Ireland,BS 1363,Central Bank of Ireland
Czech Republic,1993-01-01,free country,flag of the Czech Republic,Europlug,Czech National Bank
People's Republic of China,1949-10-01,not-free country,Flag of China,Europlug,People’s Bank of China
Finland,1917-01-01,free country,flag of Finland,Schuko,Bank of Finland
Azerbaijan,1991-01-01,not-free country,flag of Azerbaijan,Schuko,Central Bank of Azerbaijan
Armenia,1991-09-23,partly free country,flag of Armenia,Schuko,Central Bank of Armenia
United Kingdom,1927-04-12,free country,flag of the United Kingdom,BS 1363,Bank of England
