col0,col1,col2,col3,col4,col5,col6
V* IP Peg,-61.889,J2000.0,141.203,11.721,eclipsing binary star,45
V* V436 Cen,-77.181,J2000.0,157.2327,13.526,dwarf nova,61
V* SW UMa,-28.821,J2000.0,162.6439,14.08,dwarf nova,33
V* DO Dra,12.758,J2000.0,197.7692,12.327,Algol variable,-4
2MASS J01101312+6004354,-14.293,J2000.0,141.4027,12.6,eclipsing binary star,11
V* EY Cyg,3.099,J2000.0,647.5006,12.618,dwarf nova,-9
V* V503 Cyg,-47.371,J2000.0,440.2765,15.83,dwarf nova,18
X Leonis,-28.082,J2000.0,396.9041,13.594,dwarf nova,18
VW Hydri,12.285,J2000.0,53.9645,12.3,dwarf nova,0
V* TY Psc,-36.505,J2000.0,260.7902,12.971,dwarf nova,-29
V* AT Ara,-11.03,J2000.0,981.547,12.517,dwarf nova,-40
