col0,col1,col2,col3,col4,col5
Lake Constance,48,536,Lindau,Austria,Goldach
Lake Lugano,6500,48.7,Ticino,Switzerland,Cuccio
Lake Constance,48,536,Lindau,Austria,Bregenzer Ache
Lake Lugano,6500,48.7,Ticino,Switzerland,Vedeggio
Lake Constance,47700000000,536,Lindau,Austria,Schussen
Lake Biel,1120,0.53,canton of Bern,Switzerland,Aare
Lake Constance,48,0.27,Konstanz,Switzerland,Rhine
Lake Zurich,3.9,10.93,canton of Zürich,Switzerland,Hornbach
Lake Lugano,6500,29.81,Lombardy,Italy,Cuccio
Lake Lucerne,11800,2.57,Nidwalden,Switzerland,Sarner Aa
Lake Zurich,3.9,10.93,canton of Zürich,Switzerland,Jona
Lake Lucerne,11800,2.57,Nidwalden,Switzerland,Engelberger Aa
