col0,col1,col2,col3
Bornheim,Rhein-Sieg District,Alfter,82.69
Wermelskirchen,Rhein-Berg District,Kürten,74.66
Rheda-Wiedenbrück,Gütersloh,Langenberg (Westphalia),86.72
Alsdorf,Aachen cities region,Baesweiler,31.68
Herzogenrath,Aachen cities region,Baesweiler,33.38
Gronau,Borken,Heek,78.63
Bad Oeynhausen,Minden-Lübbecke District,Hüllhorst,64.8
Bünde,Herford,Hüllhorst,59.3
Bad Oeynhausen,Minden-Lübbecke District,Hille,64.8
Bünde,Herford,Hiddenhausen,59.3
Bad Oeynhausen,Minden-Lübbecke District,Vlotho,64.8
Bünde,Herford,Enger,59.3
Bad Oeynhausen,Minden-Lübbecke District,Porta Westfalica,64.8
