col0,col1,col2,col3,col4,col5,col6,col7
Belly Amphora by the Andokides Painter,classical antiquity,53.5,-0600-01-01T00:00:00Z,Andokides,Staatliche Antikensammlungen,Germany,Heracles
Neck Amphora by Exekias,classical antiquity,40.5,-0600-01-01T00:00:00Z,Exekias,Altes Museum,Germany,Heracles
Terracotta amphora,classical antiquity,57.5,-0529-01-01T00:00:00Z,Andokides,Metropolitan Museum of Art,United States of America,Dionysus
Belly Amphora by the Andokides Painter,classical antiquity,53.5,-0600-01-01T00:00:00Z,Andokides,Staatliche Antikensammlungen,Germany,Hermes
Terracotta aryballos signed by Nearchos,classical antiquity,7.8,-0569-01-01T00:00:00Z,Nearchos,Metropolitan Museum of Art,United States of America,Hermes
Cesnola krater,classical antiquity,114.9,-0800-01-01T00:00:00Z,Cesnola Painter,Metropolitan Museum of Art,United States of America,axe
Terracotta amphora,classical antiquity,57.5,-0529-01-01T00:00:00Z,Andokides,Metropolitan Museum of Art,United States of America,Apollo
Belly Amphora by the Andokides Painter,classical antiquity,53.5,-0600-01-01T00:00:00Z,Andokides,Staatliche Antikensammlungen,Germany,Athena
Belly amphora by the Berlin Painter,classical antiquity,41.5,-0489-01-01T00:00:00Z,Berlin Painter,Metropolitan Museum of Art,United States of America,musical instrument
Attic black-figure votive plate,classical antiquity,3.5,-0600-01-01T00:00:00Z,anonymous,Museum of Antiquities of the University of Heidelberg,Germany,Leporidae
Cesnola krater,classical antiquity,114.9,-0800-01-01T00:00:00Z,Cesnola Painter,Metropolitan Museum of Art,United States of America,bird
