col0,col1,col2,col3,col4,col5,col6
1929 Tour de Hongrie,Oscar Tirbach,1929-01-01,Hungary,Tour de Hongrie,1930 Tour de Hongrie,1927 Tour de Hongrie
1930 Tour de Hongrie,Vasco Bergamaschi,1930-01-01,Hungary,Tour de Hongrie,1931 Tour de Hongrie,1929 Tour de Hongrie
1995 Tour de Hongrie,Sergei Ivanov,1995-01-01,Hungary,Tour de Hongrie,1996 Tour de Hongrie,1994 Tour de Hongrie
1993 Tour de Hongrie,Dominique Perras,1993-01-01,Hungary,Tour de Hongrie,1994 Tour de Hongrie,1965 Tour de Hongrie
1956 Tour de Hongrie,Győző Török,1956-01-01,Hungary,Tour de Hongrie,1962 Tour de Hongrie,1955 Tour de Hongrie
1955 Tour de Hongrie,Győző Török,1955-01-01,Hungary,Tour de Hongrie,1956 Tour de Hongrie,1953 Tour de Hongrie
1943 Tour de Hongrie,István Liszkay,1943-01-01,Hungary,Tour de Hongrie,1949 Tour de Hongrie,1942 Tour de Hongrie
1926 Tour de Hongrie,László Vida,1926-01-01,Hungary,Tour de Hongrie,1927 Tour de Hongrie,1925 Tour de Hongrie
1994 Tour de Hongrie,Oleksandr Klimenko,1994-01-01,Hungary,Tour de Hongrie,1995 Tour de Hongrie,1993 Tour de Hongrie
1964 Tour de Hongrie,Ferenc Stámusz,1964-01-01,Hungary,Tour de Hongrie,1965 Tour de Hongrie,1963 Tour de Hongrie
1931 Tour de Hongrie,Guglielmo Segato,1931-01-01,Hungary,Tour de Hongrie,1932 Tour de Hongrie,1930 Tour de Hongrie
1927 Tour de Hongrie,László Vida,1927-01-01,Hungary,Tour de Hongrie,1929 Tour de Hongrie,1926 Tour de Hongrie
