col0,col1,col2,col3
Nous,concept,psychology terminology,Armenian Soviet Encyclopedia
autogenesis,concept,psychology,Armenian Soviet Encyclopedia
speech organ,concept,vocal apparatus,Armenian Soviet Encyclopedia
voice,concept,phonetics,Great Soviet Encyclopedia (1926–1947)
anathem,concept,religion,Paulys Realenzyklopädie der klassischen Altertumswissenschaft
Abrachia,disease,veterinary medicine,Ottův slovník naučný
orogeny,engineering process,Earth sciences,Armenian Soviet Encyclopedia
gender,personality trait,sexual diversity,Encyclopedia of Political Theory (2010 ed.)
evidence,area of law,criminal procedure,Brockhaus and Efron Encyclopedic Dictionary
correlation,concept,statistics,Armenian Soviet Encyclopedia
orogeny,concept,Earth sciences,Armenian Soviet Encyclopedia
evidence,concept,criminal procedure,Brockhaus and Efron Encyclopedic Dictionary
