col0,col1,col2,col3,col4
Inscription of Abercius,marble,Hierapolis,Vatican Museums,inscription
Black Obelisk of Shalmaneser III,limestone,Nimrud,British Museum,inscription
Lapis Satricanus,stone,Satricum,Baths of Diocletian,inscription
Cyrus cylinder,clay,Babylon,British Museum,inscription
Hurrian foundation document-AO 19937,copper,Khabur River,Department of Near Eastern Antiquities of the Louvre,sculpture
Black Obelisk of Shalmaneser III,limestone,Nimrud,British Museum,sculpture
Weld-Blundell Prism,clay,Larsa,Ashmolean Museum,archaeological artifact
Black Obelisk of Shalmaneser III,limestone,Nimrud,British Museum,archaeological artifact
Cyrus cylinder,clay,Babylon,British Museum,archaeological artifact
Garigliano Bowl,terracotta,Garigliano,Naples National Archaeological Museum,bowl
Hurrian foundation document-AO 19937,copper,Khabur River,Department of Near Eastern Antiquities of the Louvre,document
"CIL XII, 1565",bronze,Pontaix,Corpus Inscriptionum Latinarum,inscription
Pedestal of a missing bust Ra 178,Parian marble,Chiragan Roman villa,Musée Saint-Raymond,inscription
"Musée Saint-Raymond, Ra 197",marble,Valentine,Musée Saint-Raymond,inscription
