col0,col1,col2,col3
Dictionary of National Biography: M-R,Dictionary of National Biography: S-Z,biographical dictionary,book
Grizzly Tales for Gruesome Kids,Ghostly Tales for Ghastly Kids,anthology,book
Burning Bridges,Sinking Ships,romance novel,book
Vixen 03,Night Probe!,crime novel,written work
Skeleton Coast,Plague Ship,novel,written work
Blue Gold,Fire Ice,novel,written work
White Death,Lost City,crime novel,written work
Plague Ship,Corsair,novel,written work
Lost City,Polar Shift,thriller,written work
The Man from St. Petersburg,On Wings of Eagles,novel,written work
Golden Buddha,Sacred Stone,novel,written work
Iceberg,Raise the Titanic!,crime novel,written work
An Event in Autumn,The Troubled Man,crime novel,literary work
