col0,col1,col2,col3
Bekasi railway station,Rajawali–Cikampek railway,Bekasi,Indonesia
Cicurug railway station,Manggarai–Padalarang railway,Sukabumi,Indonesia
Cisaat railway station,Manggarai–Padalarang railway,Sukabumi,Indonesia
München Süd station,Munich–Salzburg railway,Sendling,Germany
Finnentrop station,Ruhr–Sieg railway,Finnentrop,Germany
Xiaozhai Railway Station,Yangpingguan–Ankang Railway,Mian County,People's Republic of China
Coley branch line,Reading to Basingstoke railway line,South East England,United Kingdom
Lausanne-Sébeillon railway station,Jura foot railway line,Canton of Vaud,Switzerland
Vernier-Meyrin station,Ligne de Genève à La Plaine,Canton of Geneva,Switzerland
Lausanne-Sébeillon railway station,Jura foot railway line,Lausanne,Switzerland
Kostrzyn Towarowy,Wrocław Główny-Szczecin Główny railway,Kostrzyn nad Odrą,Poland
Poznań Franowo,Swarzędz-Poznań Starołęka railway,Poznań,Poland
Yokohama-Hazawa Station,Tōkaidō Main Line,Hazawachō,Japan
Chidorichō Station,Chidori Line,Kawasaki-ku,Japan
