col0,col1,col2,col3
MeSH term ID,single value constraint,Pros1,is complete for existing items only
MeSH concept ID,property scope constraint,neoplasm,is complete for existing items only
MeSH term ID,property scope constraint,neoplasm,is complete for existing items only
MeSH concept ID,conflicts-with constraint,neoplasm,is complete for existing items only
MeSH term ID,distinct values constraint,neoplasm,is complete for existing items only
MeSH concept ID,format constraint,neoplasm,is complete for existing items only
MeSH term ID,format constraint,neoplasm,is complete for existing items only
MeSH concept ID,single value constraint,neoplasm,is complete for existing items only
MeSH term ID,single value constraint,neoplasm,is complete for existing items only
MeSH concept ID,property scope constraint,amoxapine,is complete for existing items only
