col0,col1,col2,col3,col4
Mangfall Valley Railway,1435 mm track gauge,Meridian,Deutsche Bahn,Miesbach
Angermünde–Stralsund railway,1435 mm track gauge,DB Netz,Deutsche Bahn,Uckermark District
Mangfall Valley Railway,1435 mm track gauge,Meridian,Deutsche Bahn,Rosenheim
East Coast Main Line,1435 mm track gauge,London North Eastern Railway,Network Rail,Hertfordshire
Midland Main Line,1435 mm track gauge,East Midlands Trains,Network Rail,Hertfordshire
Angermünde–Stralsund railway,1435 mm track gauge,DB Netz,Deutsche Bahn,Vorpommern-Rügen District
Howrah–Kharagpur line,1676 mm track gauge,South Eastern Railway zone,Indian Railways,West Bengal
Ludwigslust–Wismar railway,1435 mm track gauge,DB Netz,Deutsche Bahn,Mecklenburg-Vorpommern
East Coast Main Line,1435 mm track gauge,London North Eastern Railway,Network Rail,Yorkshire
Căile Ferate Române Line 500,1435 mm track gauge,Căile Ferate Române,Căile Ferate Române,Ilfov County
Căile Ferate Române Line 700,1435 mm track gauge,Căile Ferate Române,Căile Ferate Române,Brăila
Căile Ferate Române Line 900,1435 mm track gauge,Căile Ferate Române,Căile Ferate Române,Caraș-Severin County
