col0,col1,col2,col3,col4
Lang'e,Yunnan,6a Vigorous,spurious language,People's Republic of China
Lambichhong,Kosi Zone,8a Moribund,spurious language,Nepal
Kisankasa,Arusha Region,7 Shifting,spurious language,Tanzania
Kayort,Kosi Zone,6b Threatened,spurious language,Nepal
Giyug,Northern Territory,10 Extinct,spurious language,Australia
Dungu,Federal Capital Territory,6b Threatened,spurious language,Nigeria
Cauca language,Vaupés Department,Unattested,spurious language,Colombia
Iranian Khalaj language,Lankaran,6a Vigorous,spurious language,Azerbaijan
Odut,Federal Capital Territory,8b Nearly Extinct,spurious language,Nigeria
Kpatili,Basse-Kotto Prefecture,6a Vigorous,spurious language,Central African Republic
Mala,Federal Capital Territory,6a Vigorous,spurious language,Nigeria
