col0,col1,col2,col3
Women's Basketball Hall of Fame ID,United States of America,single value constraint,Ora Washington
LFB player ID,France,single value constraint,Laetitia Kamba
Rugby Football Union women's player ID,United Kingdom,single value constraint,Sarah Hunter
Irish Rugby Football Union women's player ID,Ireland,single value constraint,Niamh Briggs
Basketball-Reference.com WNBA coach ID,United States of America,single value constraint,Michael Adams
Basketball-Reference.com WNBA player ID,United States of America,single value constraint,Nikki McCray
FFF female player ID,France,single value constraint,Eugénie Le Sommer
Women's Collegiate Tennis Hall of Fame ID,United States of America,single value constraint,Alycia Moulton
LFB player ID,France,single value constraint,Renee Montgomery
Basketball-Reference.com WNBA player ID,United States of America,single value constraint,Seimone Augustus
Women's Collegiate Tennis Hall of Fame ID,United States of America,single value constraint,Althea Gibson
