col0,col1,col2,col3
Basilica Aemilia,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,former building or structure,Roman Forum
Antandrus,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,ancient city,Troad
Aqua Claudia,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,Roman aqueduct,Parco degli Acquedotti
Basilica Aemilia,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,civil basilica,Roman Forum
Augusta Raurica,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,Roman city,Augst
Aqua Claudia,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,archaeological site,Parco degli Acquedotti
Augusta Raurica,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,archaeological site,Augst
Antandrus,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,archaeological site,Troad
Tabularium,Brockhaus and Efron Encyclopedic Dictionary,archaeological site,Roman Forum
Basilica Aemilia,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,archaeological site,Roman Forum
Karnak Temple Complex,Brockhaus and Efron Encyclopedic Dictionary,archaeological site,Karnak
Anakeion,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,archaeological site,Classical Athens
Amphiareion of Oropos,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,archaeological site,Oropus
Bassae,Brockhaus and Efron Encyclopedic Dictionary,archaeological site,Phigalia
Phocaea,Brockhaus and Efron Encyclopedic Dictionary,archaeological site,Turkey
