col0,col1,col2,col3,col4,col5
Motoko Kusanagi,World of Ghost in the Shell,female,Ghost in the Shell,Masamune Shirow,fictional police officer
Zor-El,DC Universe,male,Supergirl,Otto Binder,fictional scientist
T-3000,Terminator,male,Terminator Genisys,Laeta Kalogridis,time traveller
Cyborg,DC Extended Universe,male,Batman v Superman: Dawn of Justice,David S. Goyer,American football player
Alita,World of Battle Angel Alita,female,Battle Angel Alita,Yukito Kishiro,competitive player
Krishna,Supergod universe,male,Supergod,Warren Ellis,mass murderer
KGBeast,DC Universe,male,Arrow,Jim Aparo,terrorist
Robotman,DC Universe,male,Batman: The Brave and the Bold,Arnold Drake,racing automobile driver
Alita,World of Battle Angel Alita,female,Battle Angel Alita,Yukito Kishiro,soldier
Bonk,DC animated universe,male,Batman Beyond: Return of the Joker,Bruce Timm,criminal
Alita,World of Battle Angel Alita,female,Battle Angel Alita,Yukito Kishiro,bounty hunter
