col0,col1,col2,col3
Dyggve-Melchior-Clausen syndrome,hereditary disorder,DYM,genetic disease
hereditary leiomyomatosis and renal cell cancer syndrome,rare disease,FH,hereditary renal cell carcinoma
du Pan syndrome,rare disease,GDF5,bone disease
multiple epiphyseal dysplasia,rare disease,COL9A1,osteochondrodysplasia
Fechtner syndrome,rare disease,MYH9,Alport syndrome
Farber lipogranulomatosis,rare disease,ASAH1,lipid storage disease
Dyggve-Melchior-Clausen syndrome,rare disease,DYM,genetic disease
immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome,disease,FOXP3,autoimmune disease
hereditary leiomyomatosis and renal cell cancer syndrome,disease,FH,hereditary renal cell carcinoma
du Pan syndrome,disease,GDF5,bone disease
multiple epiphyseal dysplasia,disease,COL9A1,osteochondrodysplasia
Fechtner syndrome,disease,MYH9,Alport syndrome
Farber lipogranulomatosis,disease,ASAH1,lipid storage disease
Dyggve-Melchior-Clausen syndrome,disease,DYM,genetic disease
ulnar-mammary syndrome,rare disease,TBX3,syndrome
