col0,col1,col2,col3,col4
V* AG Dor,-227.847,8.595,rotating variable star,61.8715903006911
V* V1110 Tau,-52.267,10.308,rotating variable star,68.6636642762653
ScoPMS 23,-31.7,11.32,rotating variable star,240.5435574
V* BM Mic,-41.018,8.285,rotating variable star,318.6297934874449
V* V858 Cen,-37.383,10.45,rotating variable star,174.0676015204135
CD-40 4808,-41.199,9.003,rotating variable star,134.9683389064729
V* V2253 Oph,-11.472,8.49,rotating variable star,253.2333616141036
V* V1282 Tau,-45.881,10.803,rotating variable star,57.2754500919564
HD 214169,-40.967,8.378,rotating variable star,339.140918120895
HD 284163A,-67.879,9.392,rotating variable star,62.98426690722959
V* IS Vir,-19.707,8.432,rotating variable star,196.6083694562485
V* V841 Cen,-105.703,8.57,rotating variable star,218.5668573817084
V* EL Eri,9.912,8.19,rotating variable star,47.6604669845273
V* UX Col,-31.7,10.567,rotating variable star,82.23549
V* IN Leo,-25.861,10.326,rotating variable star,159.9958467138912
