col0,col1,col2,col3
Södra Sandby municipality,Lund Municipality,Malmöhus County,Sweden
Sösdala municipality,Hässleholm Municipality,Kristianstad County,Sweden
Södra Kinda Municipality,Kinda Municipality,Östergötland County,Sweden
Söderfors Municipality,Tierp Municipality,Uppsala County,Sweden
Sävar Municipality,Umeå Municipality,Västerbotten County,Sweden
Södra Vi Rural Municipality,Vimmerby Municipality,Kalmar County,Sweden
Söderala landskommun,Söderhamn Municipality,Gävleborg County,Sweden
Södra Mo municipality,Gislaved Municipality,Jönköping County,Sweden
Tenhult Rural Municipality,Jönköping Municipality,Jönköping County,Sweden
Södra Mo municipality,Jönköping Municipality,Jönköping County,Sweden
Hjo Rural Municipality,Hjo Town,Skaraborg County,Sweden
Hjärsås Municipality,Östra Göinge Municipality,Kristianstad County,Sweden
Harplinge municipality,Halmstad Municipality,Halland County,Sweden
