col0,col1,col2,col3,col4,col5,col6
30th Chess Olympiad,Manila,1992-06-20,FIDE,29th Chess Olympiad,Philippines,2852
27th Chess Olympiad,Dubai,1986-12-02,FIDE,26th Chess Olympiad,United Arab Emirates,3024
8th Chess Olympiad,Buenos Aires,1939-09-19,FIDE,7th Chess Olympiad,Argentina,930
23rd Chess Olympiad,Buenos Aires,1978-11-12,FIDE,22nd Chess Olympiad,Argentina,1848
32nd Chess Olympiad,Yerevan,1996-10-02,FIDE,31st Chess Olympiad,Armenia,3160
4th Chess Olympiad,Prague,1931-07-26,FIDE,3rd Chess Olympiad,Slovakia,684
13th Chess Olympiad,Munich,1958-10-23,FIDE,12th Chess Olympiad,Germany,1368
12th Chess Olympiad,Moscow,1956-09-25,FIDE,11th Chess Olympiad,Russia,1220
33rd Chess Olympiad,Elista,1998-10-13,FIDE,32nd Chess Olympiad,Russia,2680
21st Chess Olympiad,Nice,1974-06-30,FIDE,20th Chess Olympiad,France,3156
2nd Chess Olympiad,The Hague,1928-08-05,FIDE,1st Chess Olympiad,Netherlands,544
40th Chess Olympiad,Istanbul,2012-09-10,FIDE,39th Chess Olympiad,Turkey,3424
28th Chess Olympiad,Thessaloniki,1988-11-30,FIDE,27th Chess Olympiad,Greece,2956
