col0,col1,col2,col3,col4
Ethereum Classic,Microsoft Windows,Go,proof-of-work,2015-07-30
Ethereum,Microsoft Windows,Go,proof-of-work,2015-07-30
Ethereum Classic,Linux,Go,proof-of-work,2015-07-30
Ethereum,Linux,Go,proof-of-work,2015-07-30
Ethereum Classic,Raspberry Pi,Go,proof-of-work,2015-07-30
Ethereum,Linux,Python,proof-of-work,2015-07-30
Bitcoin,GNU/Linux,C++,proof-of-work,2009-01-03
Dogecoin,iOS,C++,proof-of-work,2013-12-08
Namecoin,FreeBSD,C++,proof-of-work,2009-09-16
Ethereum Classic,Portable Operating System Interface,C++,proof-of-work,2015-07-30
Ethereum,Portable Operating System Interface,C++,proof-of-work,2015-07-30
Ethereum Classic,macOS,C++,proof-of-work,2015-07-30
Ethereum,macOS,C++,proof-of-work,2015-07-30
Dogecoin,macOS,C++,proof-of-work,2013-12-08
