col0,col1,col2,col3
Vogelschutzgebiet 'Unterer Niederrhein',Special Protection Area,1983-09-01,North Rhine-Westphalia
Vogelschutzgebiet 'Rietberger Emsnied. mit Steinhorster Becken',Special Protection Area,2000-10-01,North Rhine-Westphalia
Vogelschutzgebiet Davert,Special Protection Area,2004-12-01,North Rhine-Westphalia
"VSG 'Heubachniederung, Lavesumer Bruch und Borkenberge'",Special Protection Area,2000-10-01,North Rhine-Westphalia
VSG Feuchtwiesen im nördlichen Münsterland,Special Protection Area,2008-07-01,North Rhine-Westphalia
Vogelschutzgebiet 'Moore und Heiden des westlichen Münsterlandes',Special Protection Area,1983-09-01,North Rhine-Westphalia
Vogelschutzgebiet 'Bastauniederung',Special Protection Area,2004-12-01,North Rhine-Westphalia
Vogelschutzgebiet 'Düsterdieker Niederung',Special Protection Area,2000-10-01,North Rhine-Westphalia
Vogelschutzgebiet 'Weseraue',Special Protection Area,1983-09-01,North Rhine-Westphalia
Südheide und Aschauteiche bei Eschede,Special Protection Area,2004-01-01,Lower Saxony
