col0,col1,col2,col3
Locknevi Rural Municipality,1863-01-01,Västervik Municipality,263
Löddeköpinge municipality,1863-01-01,Kävlinge Municipality,54
Locknevi Rural Municipality,1863-01-01,Vimmerby Municipality,263
Loshult municipality,1863-01-01,Osby Municipality,105
Långsele landskommun,1863-01-01,Sollefteå Municipality,562
Villie,1863-01-01,Skurup Municipality,0.35
Karesuando Municipality,1874-01-01,Kiruna Municipality,6532
Gällivare Rural Municipality,1874-01-01,Gällivare Municipality,16943
Överkalix landskommun,1863-01-01,Överkalix Municipality,2931
Fristad,1863-01-01,Borås Municipality,199
Ydre Rural Municipality,1952-01-01,Ydre Municipality,783
Nordingrå landskommun,1863-01-01,Kramfors Municipality,209
Bjärtrå Municipality,1863-01-01,Kramfors Municipality,159
Höreda Rural Municipality,1863-01-01,Eksjö Municipality,395
Tierpsbygden Municipality,1863-01-01,Tierp Municipality,378
