col0,col1,col2,col3,col4
Constitution Order 42,"Adaptation of Laws (Fourth Amendment) Order, 1952",proclamation,1950-01-26,1952-07-03
Constitution Order 40,"Constitution (Distribution of Revenues) Order, 1952",proclamation,1952-04-01,1952-04-19
Constitution Order 38,Constitution (Removal of Difficulties) Order 9,proclamation,1951-11-07,1952-02-19
Constitution Order 37,Constitution (Removal of Difficulties) Order 2 (Fifth Amendment) Order,proclamation,1952-01-01,1952-02-13
Constitution Order 31,Constitution (Removal of Difficulties) Order 2 (Third Amendment) Order,proclamation,1951-06-18,1951-08-16
Constitution Order 29,"Adaptation of Laws (Third Amendment) Order, 1951",proclamation,1950-01-26,1951-04-04
Constitution Order 28,"Constitution (Distribution of Revenues) Order, 1951",proclamation,1951-04-01,1951-03-31
Constitution Order 25,"Adaptation of Laws (Second Amendment) Order, 1950",proclamation,1950-01-26,1950-11-04
Constitution Order 17,"Adaptation of Laws (Amendment) Order, 1950",proclamation,1950-01-26,1950-06-05
Constitution Order 11,Constitution (Removal of Difficulties) Order 2 (Amendment) Order,proclamation,1950-01-26,1950-04-10
Constitution Order 70,"Constitution (Application to Jammu and Kashmir) Second Amendment Order, 1964",amendment,1964-10-02,1964-10-03
Constitution Order 60,"Constitution (Application to Jammu and Kashmir) Amendment Order, 1960",amendment,1960-01-26,1960-01-20
Constitution Order 57,"Constitution (Application to Jammu and Kashmir) Amendment Order, 1959",amendment,1959-02-09,1959-02-10
