col0,col1,col2,col3,col4,col5
2010 German Grand Prix,Sebastian Vettel,2010 Formula One season,2010-07-25,Germany,67
2009 German Grand Prix,Fernando Alonso,2009 Formula One season,2009-07-12,Germany,60
2008 German Grand Prix,Nick Heidfeld,2008 Formula One season,2008-07-20,Germany,67
2006 German Grand Prix,Michael Schumacher,2006 Formula One season,2006-07-30,Germany,67
2004 German Grand Prix,Kimi Räikkönen,2004 Formula One season,2004-07-25,Germany,66
2003 German Grand Prix,Juan Pablo Montoya,2003 Formula One season,2003-08-03,Germany,67
2002 German Grand Prix,Michael Schumacher,2002 Formula One season,2002-07-28,Germany,67
2001 German Grand Prix,Juan Pablo Montoya,2001 Formula One season,2001-07-29,Germany,45
2000 German Grand Prix,Rubens Barrichello,2000 Formula One season,2000-07-30,Germany,45
1999 German Grand Prix,David Coulthard,1999 Formula One season,1999-08-01,Germany,45
1998 German Grand Prix,David Coulthard,1998 Formula One World Championship,1998-08-02,Germany,45
1997 German Grand Prix,Gerhard Berger,1997 Formula One season,1997-07-27,Germany,45
