col0,col1,col2,col3
Donald Pierce,Alkali-Transigen,Donald Pierce,superhuman agility / reflexes
Cyborgirl,Villainy Inc.,Cyborgirl,superhuman agility / reflexes
Donald Pierce,Purifiers,Donald Pierce,superhuman agility / reflexes
Cyborgirl,Secret Society of Super Villains,Cyborgirl,superhuman agility / reflexes
Hank Henshaw,Manhunters,Hank Henshaw,heat vision
Donald Pierce,Alkali-Transigen,Donald Pierce,superhuman durability
Cyborgirl,Villainy Inc.,Cyborgirl,superhuman durability
Ahab,Hounds,Ahab,superhuman durability
Garrison Kane,Six Pack,Garrison Kane,superhuman durability
Donald Pierce,Reavers,Donald Pierce,superhuman durability
