col0,col1,col2,col3,col4
Bulow Plantation Ruins Historic State Park,place listed on the National Register of Historic Places,Florida state park,1970-01-01,Florida
Torreya State Park,National Natural Landmark,Florida state park,1935-01-01,Liberty County
Florida Caverns State Park,National Natural Landmark,Florida state park,1942-01-01,Florida
Camp Helen State Park,place listed on the National Register of Historic Places,Florida state park,1996-01-01,Florida
Indian Key State Historic Site,place listed on the National Register of Historic Places,Florida state park,1972-01-01,Monroe County
San Marcos de Apalache Historic State Park,National Historic Landmark,Florida state park,1966-01-01,Wakulla County
John Pennekamp Coral Reef State Park,place listed on the National Register of Historic Places,Florida state park,1963-01-01,Monroe County
Fort Zachary Taylor Historic State Park,National Historic Landmark,Florida state park,1845-01-01,Monroe County
Paynes Prairie,National Natural Landmark,Florida state park,1971-01-01,Florida
Fort Mose Historic State Park,National Historic Landmark,Florida state park,1994-01-01,St. Johns County
Florida Caverns State Park,National Natural Landmark,show cave,1942-01-01,Florida
Fort Zachary Taylor Historic State Park,National Historic Landmark,fort,1845-01-01,Monroe County
Fort Mose Historic State Park,National Historic Landmark,fort,1994-01-01,St. Johns County
