col0,col1,col2,col3,col4,col5
Poland,Prime Minister of Poland,outline of Poland,1.29,Poles,President of the Republic of Poland
People's Republic of China,Premier of the People's Republic of China,outline of China,1.562,Zhuang people,President of the People's Republic of China
Ukraine,Prime Minister of Ukraine,outline of Ukraine,1.498,Jewish people,President of Ukraine
Austria,Federal Chancellor of Austria,outline of Austria,1.44,Germans,President of Austria
Russia,Prime Minister of Russia,outline of Russia,1.7,Chechens,President of Russia
Japan,Prime Minister of Japan,outline of Japan,1.42,Ainu people,Emperor of Japan
Germany,Federal Chancellor of Germany,outline of Germany,1.39,Germans,president of Germany
Thailand,Prime Minister of Thailand,outline of Thailand,1.512,Thai people,King of Thailand
Mozambique,Prime Minister of Mozambique,outline of Mozambique,5.359,Europeans,President of Mozambique
Tunisia,Prime Minister of Tunisia,outline of Tunisia,2.2,Arabs,President of Tunisia
Morocco,President of the Government of Morocco,outline of Morocco,2.515,Arab-Berber,King of Morocco
