col0,col1,col2,col3,col4,col5
[HGH92] G348,201.2961914042424,Centaurus A,330,J2000.0,-14.02
[PFF2004] gc 23,201.2272646413463,Centaurus A,397,J2000.0,-4.237
[HGH92] G271,201.308058356503,Centaurus A,373,J2000.0,-8.334
[HGH2004] 201.39633-42.94587,201.3962903693166,Centaurus A,297,J2000.0,2.456
[PFR2013] NGC3377 GC67,161.9052456329484,NGC 3377,600,J2000.0,-5.069
[PFR2013] NGC3377 GC50,161.8825696891007,NGC 3377,687,J2000.0,0.053
[PFR2013] NGC3377 GC116,161.9264621007524,NGC 3377,610,J2000.0,-2.117
[GHG2001] 47,187.0581298683736,NGC 4449,207.1,J2000.0,-0.871
[ATA2011] 34,187.04282291524626,NGC 4449,225.9,J2000.0,-1.27
[GHG2001] 48,187.0606655638364,NGC 4449,201.8,J2000.0,1.162
[JPB2015] 054.2305973-35.4938023,54.2306400508736,NGC 1387,1209,J2000.0,-1.39
[BBP2008] AAT118198,201.406069047606,Centaurus A,524,J2000.0,-2.326
[PR95] 50104,148.8952545572074,Messier 81,-130,J2000.0,1.073
