col0,col1,col2,col3,col4
Trofeo Serra de Tramuntana 2020,2020-01-31,0,Alejandro Valverde,Spain
ProRace Berlin 2011,2011-05-22,114,Florian Monreal,Germany
ProRace Berlin 2012,2012-06-10,124,Tom Veelers,Germany
ProRace Berlin 2011,2011-05-22,114,John Murphy,Germany
ProRace Berlin 2012,2012-06-10,130,Marko Kump,Germany
2016 Tro-Bro Leon,2016-04-17,64,Laurent Pichon,France
2016 La Roue Tourangelle,2016-04-24,130,Samuel Dumoulin,France
2010 Route Adélie,2010-04-02,57,Vytautas Kaupas,France
2009 Route Adélie,2009-04-03,78,Maxime Méderel,France
2007 Route Adélie,2007-04-06,90,Maryan Hary,France
2010 Route Adélie,2010-04-02,57,Jonathan Thire,France
2009 Route Adélie,2009-04-03,78,Martin Pedersen,France
2007 Route Adélie,2007-04-06,90,Yann Huguet,France
2009 Route Adélie,2009-04-03,78,Geoffroy Lequatre,France
2007 Route Adélie,2007-04-06,90,Pierre Drancourt,France
