col0,col1,col2,col3,col4,col5
Maybrit Illner,television program,ZDF,talk show,Germany,German
Günther Jauch,television program,Das Erste,talk show,Germany,German
Markus Lanz,television program,ZDF,talk show,Germany,German
The Ellen DeGeneres Show,television program,broadcast syndication,talk show,United States of America,English
GO Show,television program,Seoul Broadcasting System,talk show,South Korea,Korean
Global Talk Show,television program,KBS2,talk show,South Korea,Korean
Aló Presidente,television program,Venezolana de Televisión,talk show,Venezuela,Spanish
Spice It Up,talk show,YouTube,talk show,Jamaica,English
Jirga,talk show,GEO News,talk show,Pakistan,Urdu
Dr. JK Talks,talk show,YouTube,talk show,Uganda,English
Taiwan Frontline,talk show,FTV News,political talk show,Taiwan,Taiwanese Hokkien
New Taiwan Refueling,talk show,SET News,political talk show,Taiwan,Taiwanese Hokkien
Era Money,talk show,NTV News,political talk show,Taiwan,Taiwanese Hokkien
