col0,col1,col2,col3,col4,col5,col6
From the Sky Down,From the Sky Down,2011-01-01,black-and-white,Davis Guggenheim,Michael Brook,The Edge
No Direction Home,No Direction Home,2005-01-01,color,Martin Scorsese,Bob Dylan,Mitch Miller
The Kids Are Alright,The Kids Are Alright,1979-01-01,color,Bill Curbishley,The Who,Rick Danko
No Direction Home,No Direction Home,2005-01-01,color,Martin Scorsese,Bob Dylan,John Hammond
Everyone Stares,Everyone Stares,2006-01-01,color,Miles Copeland III,The Police,Sting
No Direction Home,No Direction Home,2005-01-01,color,Martin Scorsese,Bob Dylan,Mickey Jones
Everyone Stares,Everyone Stares,2006-01-01,color,Miles Copeland III,The Police,Stewart Copeland
The Kids Are Alright,The Kids Are Alright,1979-01-01,color,Bill Curbishley,The Who,Roger Daltrey
No Direction Home,No Direction Home,2005-01-01,color,Martin Scorsese,Bob Dylan,D. A. Pennebaker
The Kids Are Alright,The Kids Are Alright,1979-01-01,color,Bill Curbishley,The Who,Keith Richards
